,date,location,new_cases,new_deaths,total_cases,total_deaths,Date,Lockdown,Public_Health,Governance_and_socio-economic,Humanitarian_exemption,Social_distancing,Movement_restrictions
112,2020-04-21,China,32,0,83849,4636,2020-04-21,89.0,403.0,132.0,0.0,91.0,235.0
113,2020-04-22,China,15,0,83864,4636,2020-04-22,90.0,413.0,134.0,0.0,93.0,242.0
114,2020-04-23,China,12,0,83876,4636,2020-04-23,91.0,423.0,136.0,0.0,95.0,249.0
115,2020-04-24,China,8,0,83884,4636,2020-04-24,92.0,433.0,138.0,0.0,97.0,256.0
116,2020-04-25,China,15,0,83899,4636,2020-04-25,93.0,443.0,140.0,0.0,99.0,263.0
117,2020-04-26,China,10,0,83909,4636,2020-04-26,94.0,453.0,142.0,0.0,101.0,270.0
118,2020-04-27,China,3,1,83912,4637,2020-04-27,95.0,463.0,144.0,0.0,103.0,277.0
119,2020-04-28,China,26,0,83938,4637,2020-04-28,96.0,473.0,146.0,0.0,105.0,284.0
120,2020-04-29,China,2,0,83940,4637,2020-04-29,97.0,483.0,148.0,0.0,107.0,291.0
121,2020-04-30,China,4,0,83944,4637,2020-04-30,98.0,493.0,150.0,0.0,109.0,298.0
122,2020-05-01,China,12,0,83956,4637,2020-05-01,99.0,503.0,152.0,0.0,111.0,305.0
123,2020-05-02,China,3,0,83959,4637,2020-05-02,100.0,513.0,154.0,0.0,113.0,312.0
