dateRep,cum_day,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,Daily  total tests,Daily change in cumulative total tests per thousand,Total tests per thousand
16-03-2020,77,16,3,2020,823,12,United_States_of_America,US,USA,327167434,14760,0.128,0.045
17-03-2020,78,17,3,2020,887,16,United_States_of_America,US,USA,327167434,14133,0.17,0.043
18-03-2020,79,18,3,2020,1766,23,United_States_of_America,US,USA,327167434,21688,0.236,0.065
19-03-2020,80,19,3,2020,2988,42,United_States_of_America,US,USA,327167434,25966,0.314,0.078
20-03-2020,81,20,3,2020,4835,0,United_States_of_America,US,USA,327167434,35805,0.422,0.108
21-03-2020,82,21,3,2020,5374,110,United_States_of_America,US,USA,327167434,45093,0.558,0.136
22-03-2020,83,22,3,2020,7123,80,United_States_of_America,US,USA,327167434,46526,0.698,0.14
23-03-2020,84,23,3,2020,8459,131,United_States_of_America,US,USA,327167434,55729,0.867,0.168
24-03-2020,85,24,3,2020,11236,119,United_States_of_America,US,USA,327167434,66583,1.068,0.201
25-03-2020,86,25,3,2020,8789,211,United_States_of_America,US,USA,327167434,78890,1.306,0.238
26-03-2020,87,26,3,2020,13963,249,United_States_of_America,US,USA,327167434,96393,1.596,0.291
27-03-2020,88,27,3,2020,16797,246,United_States_of_America,US,USA,327167434,110641,1.93,0.334
28-03-2020,89,28,3,2020,18695,411,United_States_of_America,US,USA,327167434,107930,2.256,0.326
29-03-2020,90,29,3,2020,19979,484,United_States_of_America,US,USA,327167434,93086,2.537,0.281
30-03-2020,91,30,3,2020,18360,318,United_States_of_America,US,USA,327167434,118644,2.895,0.358
31-03-2020,92,31,3,2020,21595,661,United_States_of_America,US,USA,327167434,106972,3.217,0.323
01-04-2020,93,1,4,2020,24998,909,United_States_of_America,US,USA,327167434,103481,3.53,0.312
02-04-2020,94,2,4,2020,27103,1059,United_States_of_America,US,USA,327167434,121955,3.898,0.368
03-04-2020,95,3,4,2020,28819,915,United_States_of_America,US,USA,327167434,132011,4.296,0.398
04-04-2020,96,4,4,2020,32425,1104,United_States_of_America,US,USA,327167434,229268,4.988,0.692
05-04-2020,97,5,4,2020,34272,1344,United_States_of_America,US,USA,327167434,122603,5.358,0.37
06-04-2020,98,6,4,2020,25398,1146,United_States_of_America,US,USA,327167434,149248,5.808,0.45
07-04-2020,99,7,4,2020,30561,1342,United_States_of_America,US,USA,327167434,148099,6.255,0.447
08-04-2020,100,8,4,2020,30613,1906,United_States_of_America,US,USA,327167434,139536,6.676,0.421
09-04-2020,101,9,4,2020,33323,1922,United_States_of_America,US,USA,327167434,162789,7.167,0.491
10-04-2020,102,10,4,2020,33901,1873,United_States_of_America,US,USA,327167434,153927,7.631,0.464
