,geoId,countriesAndTerritories,Dates,cum_day,total_cases,cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units,rolling_std,Stages
7773,KOR,South Korea,2020-02-23,35,601,256,5,3,11.722000000000001,4.993,0.098,0.059000000000000004,22633.0,3012.0,0.441,0.059000000000000004,cases tested,0.008497102293894205,1
7774,KOR,South Korea,2020-02-24,36,762,161,7,2,14.863,3.14,0.13699999999999998,0.039,28615.0,5982.0,0.5579999999999999,0.11699999999999999,cases tested,0.0045163329491318925,1
7775,KOR,South Korea,2020-02-25,37,892,130,8,1,17.398,2.536,0.156,0.02,36716.0,8101.0,0.716,0.158,cases tested,0.006090271696862802,1
7776,KOR,South Korea,2020-02-26,38,1146,254,11,3,22.353,4.954,0.215,0.059000000000000004,46127.0,9411.0,0.9,0.184,cases tested,0.005986238031859937,1
7777,KOR,South Korea,2020-02-27,39,1595,449,12,1,31.11,8.758,0.23399999999999999,0.02,57990.0,11863.0,1.131,0.231,cases tested,0.014917577350219813,1
7778,KOR,South Korea,2020-02-28,40,2022,427,13,1,39.439,8.329,0.254,0.02,70940.0,12950.0,1.3840000000000001,0.253,cases tested,0.009907276155186807,1
7779,KOR,South Korea,2020-02-29,41,2931,909,16,3,57.169,17.73,0.312,0.059000000000000004,85693.0,14753.0,1.671,0.28800000000000003,cases tested,0.025246230794112992,2
7780,KOR,South Korea,2020-03-01,42,3526,595,17,1,68.774,11.605,0.332,0.02,96985.0,11292.0,1.892,0.22,cases tested,0.022695508705560318,1
7781,KOR,South Korea,2020-03-02,43,4212,686,22,5,82.155,13.38,0.429,0.098,109591.0,12606.0,2.138,0.24600000000000002,cases tested,0.014986831085964153,2
7782,KOR,South Korea,2020-03-03,44,4812,600,28,6,93.85799999999999,11.703,0.546,0.11699999999999999,125851.0,16260.0,2.455,0.317,cases tested,0.004745512268062499,1
7783,KOR,South Korea,2020-03-04,45,5328,516,32,4,103.92200000000001,10.065,0.624,0.078,136707.0,10856.0,2.6660000000000004,0.212,cases tested,0.007885154059526707,1
7784,KOR,South Korea,2020-03-05,46,5766,438,35,3,112.465,8.543,0.6829999999999999,0.059000000000000004,146541.0,9834.0,2.858,0.192,cases tested,0.007515632319305728,1
7785,KOR,South Korea,2020-03-06,47,6284,518,42,7,122.569,10.104,0.8190000000000001,0.13699999999999998,164740.0,18199.0,3.213,0.355,cases tested,0.004232062365102087,1
7786,KOR,South Korea,2020-03-07,48,6767,483,44,2,131.99,9.421,0.858,0.039,178189.0,13449.0,3.4760000000000004,0.262,cases tested,0.003720225545923182,1
7787,KOR,South Korea,2020-03-08,49,7134,367,50,6,139.148,7.1579999999999995,0.975,0.11699999999999999,188518.0,10329.0,3.677,0.201,cases tested,0.007331907751471362,1
7788,KOR,South Korea,2020-03-09,50,7382,248,51,1,143.985,4.837,0.995,0.02,196618.0,8100.0,3.835,0.158,cases tested,0.010900110523749486,1
7789,KOR,South Korea,2020-03-10,51,7513,131,54,3,146.54,2.555,1.053,0.059000000000000004,210144.0,13526.0,4.099,0.264,cases tested,0.010946327682831637,1
7790,KOR,South Korea,2020-03-11,52,7755,242,60,6,151.26,4.72,1.17,0.11699999999999999,222395.0,12251.0,4.338,0.239,cases tested,0.006111898482385521,1
7791,KOR,South Korea,2020-03-12,53,7869,114,66,6,153.484,2.224,1.287,0.11699999999999999,234998.0,12603.0,4.584,0.24600000000000002,cases tested,0.006448514507775691,1
7792,KOR,South Korea,2020-03-13,54,7979,110,67,1,155.63,2.146,1.307,0.02,248647.0,13649.0,4.85,0.266,cases tested,0.006964951502931842,1
7794,KOR,South Korea,2020-03-15,56,8162,76,75,3,159.19899999999998,1.482,1.463,0.059000000000000004,268212.0,6877.0,5.231,0.134,cases tested,0.0017461729008650452,1
7795,KOR,South Korea,2020-03-16,57,8236,74,75,0,160.642,1.443,1.463,0.0,274504.0,6292.0,5.354,0.12300000000000001,cases tested,0.0017163499179191442,1
7798,KOR,South Korea,2020-03-19,60,8565,152,91,5,167.05900000000003,2.965,1.775,0.098,307024.0,11377.0,5.9879999999999995,0.222,cases tested,0.0034264270039493947,1
7799,KOR,South Korea,2020-03-20,61,8652,87,100,9,168.75599999999997,1.6969999999999998,1.95,0.17600000000000002,316664.0,9640.0,6.176,0.188,cases tested,0.003332208726913456,1
7800,KOR,South Korea,2020-03-21,62,8799,147,103,3,171.62400000000002,2.867,2.009,0.059000000000000004,327509.0,10845.0,6.388,0.212,cases tested,0.0033553701939100233,1
7801,KOR,South Korea,2020-03-22,63,8897,98,104,1,173.535,1.911,2.029,0.02,331780.0,4271.0,6.471,0.083,cases tested,0.0029631407193709725,1
7802,KOR,South Korea,2020-03-23,64,8961,64,113,9,174.783,1.248,2.204,0.17600000000000002,338036.0,6256.0,6.593,0.122,cases tested,0.003870620787574133,1
7803,KOR,South Korea,2020-03-24,65,9037,76,120,7,176.266,1.482,2.3409999999999997,0.13699999999999998,348582.0,10546.0,6.7989999999999995,0.20600000000000002,cases tested,0.0015995692215678174,1
7804,KOR,South Korea,2020-03-25,66,9137,100,126,6,178.21599999999998,1.95,2.458,0.11699999999999999,357896.0,9314.0,6.981,0.182,cases tested,0.0017003991446958402,1
7805,KOR,South Korea,2020-03-26,67,9241,104,131,5,180.245,2.029,2.555,0.098,364942.0,7046.0,7.117999999999999,0.13699999999999998,cases tested,0.0014048010750276466,1
7807,KOR,South Korea,2020-03-28,69,9478,146,144,5,184.86700000000002,2.8480000000000003,2.8089999999999997,0.098,387925.0,10964.0,7.566,0.214,cases tested,0.0026666061425292893,1
7808,KOR,South Korea,2020-03-29,70,9583,105,152,8,186.915,2.048,2.965,0.156,394141.0,6216.0,7.688,0.121,cases tested,0.0026515038827376117,1
7809,KOR,South Korea,2020-03-30,71,9661,78,158,6,188.437,1.521,3.082,0.11699999999999999,395194.0,1053.0,7.707999999999999,0.021,cases tested,0.0031761923540307353,1
7810,KOR,South Korea,2020-03-31,72,9786,125,163,5,190.875,2.438,3.179,0.098,410564.0,15370.0,8.008,0.3,cases tested,0.0021880073680065767,1
7811,KOR,South Korea,2020-04-01,73,9786,0,163,0,190.875,0.0,3.179,0.0,421547.0,10983.0,8.222000000000001,0.214,cases tested,0.0058569031790954825,1
7812,KOR,South Korea,2020-04-02,74,9976,190,169,6,194.581,3.7060000000000004,3.2960000000000003,0.11699999999999999,431743.0,10196.0,8.421,0.19899999999999998,cases tested,0.008957888643704953,1
7813,KOR,South Korea,2020-04-03,75,10062,86,174,5,196.25799999999998,1.6769999999999998,3.3939999999999997,0.098,443273.0,11530.0,8.646,0.225,cases tested,0.008825788417266226,1
7814,KOR,South Korea,2020-04-04,76,10156,94,177,3,198.092,1.8330000000000002,3.452,0.059000000000000004,455032.0,11759.0,8.875,0.22899999999999998,cases tested,0.005368592310256134,1
7816,KOR,South Korea,2020-04-06,78,10284,47,186,3,200.588,0.917,3.628,0.059000000000000004,466804.0,5571.0,9.105,0.109,cases tested,0.002251328589890674,1
7817,KOR,South Korea,2020-04-07,79,10331,47,192,6,201.505,0.917,3.745,0.11699999999999999,477304.0,10500.0,9.31,0.205,cases tested,0.0018209563221192188,1
7820,KOR,South Korea,2020-04-10,82,10450,27,208,4,203.826,0.527,4.0569999999999995,0.078,503051.0,8340.0,9.812000000000001,0.163,cases tested,0.0012071256212701608,1
7821,KOR,South Korea,2020-04-11,83,10450,0,208,0,203.826,0.0,4.0569999999999995,0.0,510479.0,7428.0,9.957,0.145,cases tested,0.0018529670088530815,1
7822,KOR,South Korea,2020-04-12,84,10512,62,214,6,205.035,1.209,4.1739999999999995,0.11699999999999999,514621.0,4142.0,10.038,0.081,cases tested,0.0028836644235086663,1
7823,KOR,South Korea,2020-04-13,85,10537,25,217,3,205.523,0.488,4.2330000000000005,0.059000000000000004,518743.0,4122.0,10.118,0.08,cases tested,0.002893594426805489,1
7824,KOR,South Korea,2020-04-14,86,10564,27,222,5,206.05,0.527,4.33,0.098,527438.0,8695.0,10.288,0.17,cases tested,0.0019303016740893216,1
10611,NZL,New Zealand,2020-03-18,20,20,12,0,0,4.147,2.488,0.0,0.0,2919.0,1209.0,0.605,0.251,tests performed,0.0053639881219561016,1
10612,NZL,New Zealand,2020-03-19,21,28,8,0,0,5.806,1.659,0.0,0.0,4210.0,1291.0,0.873,0.268,tests performed,0.004438468215914608,1
10613,NZL,New Zealand,2020-03-20,22,39,11,0,0,8.088,2.281,0.0,0.0,5764.0,1554.0,1.195,0.322,tests performed,0.0018356843028801866,1
10614,NZL,New Zealand,2020-03-21,23,53,14,0,0,10.991,2.903,0.0,0.0,6940.0,1176.0,1.439,0.244,tests performed,0.002645502645502645,1
10615,NZL,New Zealand,2020-03-22,24,66,13,0,0,13.687000000000001,2.696,0.0,0.0,8196.0,1256.0,1.7,0.26,tests performed,0.0013470240138024208,1
10616,NZL,New Zealand,2020-03-23,25,102,36,0,0,21.151999999999997,7.465,0.0,0.0,9246.0,1050.0,1.9169999999999998,0.218,tests performed,0.01146384479717813,1
10617,NZL,New Zealand,2020-03-24,26,142,40,0,0,29.447,8.295,0.0,0.0,10790.0,1544.0,2.238,0.32,tests performed,0.012849790120161313,1
10618,NZL,New Zealand,2020-03-25,27,189,47,0,0,39.193000000000005,9.747,0.0,0.0,13382.0,2592.0,2.775,0.5379999999999999,tests performed,0.004909845117134058,1
10619,NZL,New Zealand,2020-03-26,28,262,73,0,0,54.332,15.138,0.0,0.0,15499.0,2117.0,3.214,0.439,tests performed,0.01533309977159903,1
10620,NZL,New Zealand,2020-03-27,29,338,76,0,0,70.092,15.76,0.0,0.0,17566.0,2067.0,3.6430000000000002,0.429,tests performed,0.014063343578960242,1
10621,NZL,New Zealand,2020-03-28,30,416,78,0,0,86.26700000000001,16.175,0.0,0.0,19375.0,1809.0,4.018,0.375,tests performed,0.0022192341079573037,1
10622,NZL,New Zealand,2020-03-29,31,476,60,1,1,98.709,12.442,0.207,0.207,20293.0,918.0,4.208,0.19,tests performed,0.00869996977480819,1
10623,NZL,New Zealand,2020-03-30,32,552,76,1,0,114.47,15.76,0.207,0.0,21684.0,1391.0,4.497,0.28800000000000003,tests performed,0.00869996977480819,1
10624,NZL,New Zealand,2020-03-31,33,647,95,1,0,134.17,19.7,0.207,0.0,23777.0,2093.0,4.931,0.434,tests performed,0.01545098365779121,1
10625,NZL,New Zealand,2020-04-01,34,647,0,1,0,134.17,0.0,0.207,0.0,26339.0,2562.0,5.462000000000001,0.531,tests performed,0.04432916658750195,1
10626,NZL,New Zealand,2020-04-02,35,723,76,1,0,149.931,15.76,0.207,0.0,29785.0,3446.0,6.1770000000000005,0.715,tests performed,0.04432916658750195,1
10627,NZL,New Zealand,2020-04-03,36,772,49,1,0,160.092,10.161,0.207,0.0,33416.0,3631.0,6.93,0.753,tests performed,0.033974468057046694,1
10628,NZL,New Zealand,2020-04-04,37,824,52,1,0,170.875,10.783,0.207,0.0,36509.0,3093.0,7.571000000000001,0.6409999999999999,tests performed,0.013049954662212286,1
10629,NZL,New Zealand,2020-04-05,38,872,48,1,0,180.829,9.954,0.207,0.0,40218.0,3709.0,8.34,0.769,tests performed,0.0018356843028800704,1
10630,NZL,New Zealand,2020-04-06,39,911,39,1,0,188.917,8.088,0.207,0.0,43126.0,2908.0,8.943,0.603,tests performed,0.005871541550687252,1
10631,NZL,New Zealand,2020-04-07,40,943,32,1,0,195.553,6.636,0.207,0.0,47175.0,4049.0,9.783,0.84,tests performed,0.0070730214082985795,1
10632,NZL,New Zealand,2020-04-08,41,969,26,1,0,200.94400000000002,5.392,0.207,0.0,51165.0,3990.0,10.61,0.8270000000000001,tests performed,0.005737572397396497,1
10633,NZL,New Zealand,2020-04-09,42,992,23,1,0,205.71400000000003,4.77,0.207,0.0,55685.0,4520.0,11.548,0.937,tests performed,0.004041072041407136,1
10634,NZL,New Zealand,2020-04-10,43,1015,23,2,1,210.483,4.77,0.415,0.207,58746.0,3061.0,12.182,0.635,tests performed,0.00152738166452244,1
10635,NZL,New Zealand,2020-04-11,44,1035,20,4,2,214.63099999999997,4.147,0.8290000000000001,0.415,61167.0,2421.0,12.684000000000001,0.502,tests performed,0.0015273816645224162,1
10636,NZL,New Zealand,2020-04-12,45,1049,14,4,0,217.53400000000002,2.903,0.8290000000000001,0.0,62827.0,1660.0,13.029000000000002,0.344,tests performed,0.0040410720414071006,1
10637,NZL,New Zealand,2020-04-13,46,1064,15,5,1,220.645,3.111,1.037,0.207,64399.0,1572.0,13.355,0.326,tests performed,0.0028347004000564644,1
10638,NZL,New Zealand,2020-04-14,47,1072,8,9,4,222.304,1.659,1.8659999999999999,0.8290000000000001,66499.0,2100.0,13.79,0.435,tests performed,0.0033385704560845793,1
10639,NZL,New Zealand,2020-04-15,48,1078,6,9,0,223.548,1.244,1.8659999999999999,0.0,70160.0,3661.0,14.549000000000001,0.759,tests performed,0.004167385913802803,1
10640,NZL,New Zealand,2020-04-16,49,1084,6,9,0,224.792,1.244,1.8659999999999999,0.0,74401.0,4241.0,15.429,0.879,tests performed,0.0010182544430143278,1
10641,NZL,New Zealand,2020-04-17,50,1086,2,11,2,225.207,0.415,2.281,0.415,79078.0,4677.0,16.399,0.97,tests performed,0.0020365088860299636,1
10642,NZL,New Zealand,2020-04-18,51,1094,8,11,0,226.86599999999999,1.659,2.281,0.0,83224.0,4146.0,17.258,0.86,tests performed,0.0026940480276045,1
10643,NZL,New Zealand,2020-04-19,52,1098,4,12,1,227.695,0.8290000000000001,2.488,0.207,86305.0,3081.0,17.897000000000002,0.639,tests performed,0.002694048027604495,1
10644,NZL,New Zealand,2020-04-20,53,1105,7,12,0,229.14700000000002,1.452,2.488,0.0,89508.0,3203.0,18.562,0.664,tests performed,0.0018356843028796933,1
10645,NZL,New Zealand,2020-04-21,54,1107,2,13,1,229.562,0.415,2.696,0.207,94797.0,5289.0,19.658,1.097,tests performed,0.002219234107956878,1
10646,NZL,New Zealand,2020-04-22,55,1112,5,14,1,230.59900000000002,1.037,2.903,0.207,101277.0,6480.0,21.002,1.344,tests performed,0.002219234107956881,1
10647,NZL,New Zealand,2020-04-23,56,1112,0,16,2,230.59900000000002,0.0,3.318,0.415,108238.0,6961.0,22.445999999999998,1.444,tests performed,0.0022192341079568596,1
10648,NZL,New Zealand,2020-04-24,57,1114,2,17,1,231.013,0.415,3.525,0.207,115015.0,6777.0,23.851,1.405,tests performed,0.0022192341079568596,1
10649,NZL,New Zealand,2020-04-25,58,1117,3,18,1,231.635,0.622,3.733,0.207,120981.0,5966.0,25.088,1.237,tests performed,0.0013470240138016797,1
10651,NZL,New Zealand,2020-04-27,60,1122,1,19,1,232.672,0.207,3.94,0.207,126066.0,2146.0,26.143,0.445,tests performed,0.0013470240138016944,1
10652,NZL,New Zealand,2020-04-28,61,1124,2,19,0,233.08700000000002,0.415,3.94,0.0,128703.0,2637.0,26.69,0.547,tests performed,0.0013470240138016897,1
